label,champ_0,role_0,rank_0,spell1_0,spell2_0,rune1_0,rune2_0,mastery_0,champ_1,role_1,rank_1,spell1_1,spell2_1,rune1_1,rune2_1,mastery_1,champ_2,role_2,rank_2,spell1_2,spell2_2,rune1_2,rune2_2,mastery_2,champ_3,role_3,rank_3,spell1_3,spell2_3,rune1_3,rune2_3,mastery_3,champ_4,role_4,rank_4,spell1_4,spell2_4,rune1_4,rune2_4,mastery_4,champ_5,role_5,rank_5,spell1_5,spell2_5,rune1_5,rune2_5,mastery_5,champ_6,role_6,rank_6,spell1_6,spell2_6,rune1_6,rune2_6,mastery_6,champ_7,role_7,rank_7,spell1_7,spell2_7,rune1_7,rune2_7,mastery_7,champ_8,role_8,rank_8,spell1_8,spell2_8,rune1_8,rune2_8,mastery_8,champ_9,role_9,rank_9,spell1_9,spell2_9,rune1_9,rune2_9,mastery_9
0,150,0,4,4,12,8021,8400,540238,48,1,6,11,4,8008,8300,122339,246,2,0,14,4,8112,8000,10777,222,3,3,4,12,8008,8300,36671,161,4,2,7,4,8229,8000,55553,83,0,5,12,6,8005,8400,557131,30,1,0,4,11,8128,8000,4585,711,2,8,12,4,8112,8200,678270,15,3,5,4,6,8021,8200,157325,25,4,1,4,14,8229,8100,52960
0,82,0,3,12,4,8010,8400,15401,131,1,6,11,4,8010,8300,570694,157,2,4,4,14,8008,8400,93006,523,3,4,12,4,8005,8200,168106,25,4,1,4,14,8229,8100,26377,106,0,8,14,4,8005,8400,69802,19,1,0,6,11,8008,8200,2081024,23,2,4,1,6,9923,8000,768270,21,3,4,12,4,8005,8200,90701,50,4,6,7,4,8112,8000,78607
1,164,0,4,4,14,8437,8000,932,106,1,0,11,4,8005,8400,41171,166,2,5,14,4,8112,8000,186216,804,3,5,4,21,8008,8300,6203,223,4,5,4,14,8437,8000,87168,777,0,3,4,14,8010,8400,34604,11,1,5,11,4,9923,8000,40472,136,2,4,4,12,8369,8200,16489,42,3,4,4,21,8010,8300,74923,412,4,4,4,14,8437,8000,350
0,68,0,5,12,4,8229,8400,70408,54,1,2,11,4,8112,8300,31798,50,2,5,4,14,8112,8200,16950,202,3,2,21,4,8021,8200,17586,147,4,4,4,7,8005,8400,1083901,420,0,4,14,12,8437,8000,116557,56,1,6,4,11,8010,8100,47182,90,2,0,4,12,8229,8300,44903,51,3,6,4,21,8369,8200,38881,89,4,4,4,14,8439,8000,130146
1,122,0,4,4,6,8010,8200,35630,234,1,3,11,4,8010,8100,52342,31,2,7,4,12,9923,8200,110261,895,3,3,4,21,8005,8100,21028,267,4,5,7,4,8351,8400,66387,41,0,8,14,4,8369,8000,1045,32,1,5,4,11,8437,8200,140203,777,2,8,12,4,8008,8400,69454,360,3,5,4,14,8010,8100,82067,350,4,0,3,14,9923,8000,138135
0,86,0,5,14,4,8010,8400,25698,131,1,0,4,11,8112,8200,5922,3,2,4,4,12,8439,8200,58823,360,3,3,21,4,8010,8100,41502,350,4,0,4,14,8229,8000,11207,36,0,5,6,12,8437,8000,29319,254,1,4,4,11,9923,8000,6334,950,2,5,14,4,9923,8300,29900,50,3,6,4,3,8112,8000,70590,223,4,3,14,4,8437,8000,87170
1,82,0,4,4,12,8010,8400,19306,234,1,8,4,11,8010,8300,58500,84,2,4,4,14,8112,8400,243696,21,3,2,4,21,8128,8200,807801,89,4,5,4,14,8439,8300,20073,80,0,2,4,14,8005,8200,3237,24,1,0,4,11,8008,8400,47678,711,2,9,14,4,8112,8200,309193,63,3,4,4,14,8229,8000,57888,518,4,2,4,14,8112,8200,24699
1,875,0,2,14,4,8010,8400,970270,75,1,6,11,4,8021,8300,642880,134,2,5,4,12,8369,8200,174281,51,3,4,21,4,8008,8200,152936,57,4,10,21,4,8439,8300,179394,62,0,4,4,14,8010,8400,15548,131,1,6,11,4,8229,8100,141694,63,2,0,4,14,8128,8200,166831,21,3,10,21,4,8369,8200,1545932,16,4,3,4,7,8230,8300,668618
0,53,0,3,14,4,8005,8400,110256,32,1,0,11,4,8010,8100,118000,8,2,4,4,6,8229,8400,30529,202,3,0,4,21,8021,8300,16613,63,4,2,6,4,8229,8100,84707,75,0,4,12,6,8021,8400,151069,121,1,3,11,4,8128,8000,41281,134,2,4,4,12,8112,8200,3874,21,3,3,4,21,8369,8200,16227,111,4,2,4,14,8351,8200,198780
0,23,0,8,12,6,8437,8000,25129,91,1,7,4,11,8128,8300,21491,45,2,0,14,4,8229,8100,28534,202,3,6,4,3,8021,8200,166153,143,4,3,4,7,8229,8100,289934,36,0,4,6,12,8437,8000,131638,223,1,7,4,11,8351,8100,3574,245,2,10,14,4,8112,8200,527915,222,3,8,21,4,8008,8200,404051,875,4,6,4,14,8437,8000,12187
0,106,0,4,12,6,8437,8300,727153,238,1,3,4,11,8112,8000,31930,18,2,1,12,4,8008,8300,882,203,3,3,21,4,8005,8100,116761,45,4,4,12,4,8369,8200,24604,82,0,4,4,12,8010,8200,221027,32,1,5,11,4,8439,8100,94627,90,2,5,4,12,8229,8300,14135,110,3,1,4,21,8229,8300,18120,63,4,5,14,4,8128,8200,105276
0,516,0,3,3,4,8437,8200,143459,11,1,0,4,11,8008,8300,1879,50,2,9,12,4,8010,8400,46418,22,3,3,4,21,8005,8300,1282062,17,4,0,3,7,8005,8400,391,104,0,4,4,12,8021,8100,29481,234,1,2,11,4,8010,8300,33781,711,2,0,4,14,8128,8200,128581,51,3,8,4,21,8369,8200,102721,16,4,4,4,7,8214,8300,69383
1,150,0,16,12,4,8021,8400,391123,54,1,20,11,4,8005,8300,69823,39,2,0,14,4,8010,8400,12158,360,3,12,21,4,8010,8100,3826,412,4,10,7,4,8439,8300,50092,887,0,14,14,4,8010,8200,153423,517,1,11,11,4,8010,8400,7065,24,2,10,4,14,8008,8400,7908,81,3,13,4,21,8005,8300,1282136,201,4,12,4,14,8465,8300,41302
0,223,0,3,14,4,8437,8000,27270,950,1,5,11,4,8010,8100,71911,25,2,6,4,14,8351,8200,381459,145,3,0,21,4,8008,8300,17615,161,4,4,12,4,8230,8000,25289,904,0,6,4,12,8010,8400,31118,19,1,6,11,4,8005,8200,99595,800,2,3,12,4,8229,8000,109929,523,3,3,4,21,8005,8200,125756,910,4,4,7,4,8229,8000,97178
1,86,0,4,4,6,8230,8400,249271,9,1,5,4,11,8112,8200,2642,166,2,9,4,12,8112,8000,223331,22,3,3,4,21,8008,8300,4729,89,4,4,4,14,8439,8300,13056,98,0,6,4,12,8437,8100,1134324,24,1,4,11,4,8008,8300,142095,910,2,0,4,12,8229,8400,55095,236,3,5,12,4,8112,8200,177918,235,4,2,7,4,8214,8400,70623
0,266,0,5,14,4,8010,8400,3553,5,1,0,11,4,9923,8000,6387,45,2,6,4,12,8112,8200,186277,22,3,3,4,21,8008,8300,106186,223,4,4,4,14,8437,8000,17403,14,0,4,12,4,8437,8300,20140,19,1,6,11,4,8008,8100,273727,90,2,5,4,12,8214,8300,8678,110,3,3,4,21,8005,8100,3662,26,4,4,12,4,8229,8300,2781700
0,75,0,4,6,12,8214,8300,23244,131,1,0,4,11,8010,8300,73325,3,2,4,12,4,8230,8400,88868,119,3,4,21,4,8128,8000,919735,80,4,6,21,4,8005,8100,61252,31,0,8,14,6,9923,8200,1155,876,1,2,11,4,8010,8200,30888,518,2,7,4,14,8229,8300,71767,429,3,2,21,4,8008,8100,154432,50,4,8,3,4,8010,8400,3654
1,150,0,3,4,12,8021,8400,30821,19,1,2,21,11,8008,8300,383265,711,2,5,12,4,8112,8300,513790,21,3,1,4,21,8369,8200,56108,99,4,5,7,4,8128,8200,110073,86,0,3,14,4,8010,8200,107769,107,1,3,4,11,8112,8000,5679,25,2,0,21,4,8229,8000,15005,901,3,4,4,21,8229,8300,173075,235,4,3,7,4,8437,8000,16926
1,39,0,4,14,4,8010,8400,12611,106,1,10,4,11,8008,8200,143752,61,2,4,4,14,8230,8000,9399,222,3,4,4,21,8008,8300,175280,350,4,0,4,7,8214,8400,187972,27,0,8,4,6,8437,8200,18442,141,1,3,11,4,8010,8200,223479,950,2,4,14,4,8112,8000,9875,1,3,5,4,14,8112,8300,3150,54,4,0,14,4,8229,8100,26714
0,48,0,4,12,4,8008,8400,5542,102,1,0,4,11,8005,8400,2125,103,2,2,4,12,8112,8200,83683,21,3,7,4,21,8128,8000,729616,99,4,2,4,14,8229,8100,97623,83,0,4,4,12,8437,8000,76669,33,1,7,11,4,8439,8200,175732,55,2,5,14,4,8230,8000,60849,523,3,6,21,4,8005,8200,56494,800,4,4,4,7,8229,8000,60307
0,887,0,6,4,14,8010,8400,790726,14,1,5,11,4,8437,8300,3456,777,2,4,12,4,8008,8400,341392,15,3,5,21,4,8008,8300,87330,350,4,0,4,14,8214,8000,5266,2,0,6,6,4,8005,8300,47810,9,1,3,11,4,8112,8200,53994,136,2,2,4,12,8229,8100,165625,360,3,7,21,4,8010,8100,35293,37,4,8,7,4,8214,8300,29184
0,875,0,0,4,12,8005,8400,1621,203,1,0,11,4,8437,8100,380443,90,2,8,4,12,8214,8300,2393839,96,3,4,14,6,8005,8400,128623,147,4,5,7,4,8214,8400,197684,6,0,4,4,14,8005,8400,107562,24,1,5,4,11,8008,8400,23421,127,2,5,12,4,8229,8100,44026,429,3,3,21,4,9923,8000,1512,904,4,3,4,14,8010,8400,31239
0,75,0,3,6,12,8021,8400,12357,517,1,3,4,11,8010,8300,34700,85,2,5,12,4,8112,8200,372603,360,3,4,4,14,8010,8400,412169,555,4,9,14,4,9923,8400,3553,122,0,6,4,6,8010,8200,307284,59,1,3,4,11,8010,8300,10101,157,2,8,4,14,8008,8400,48453,21,3,0,4,21,8005,8300,25456,350,4,1,3,14,8214,8400,193094
0,133,0,3,14,4,8005,8100,5048,427,1,4,4,11,8351,8200,9542,84,2,6,4,12,8021,8400,24214,221,3,0,4,21,8369,8000,17490,43,4,7,4,3,8229,8100,718556,36,0,4,6,12,8437,8300,43645,62,1,6,4,11,8010,8300,22839,55,2,4,14,4,8112,8000,41490,22,3,5,4,21,8005,8200,557624,902,4,4,4,7,8214,8300,17987
1,875,0,5,4,14,8010,8400,90010,427,1,7,4,11,8128,8300,9455,245,2,4,14,4,8112,8200,295236,74,3,3,3,4,8010,8200,5714,161,4,1,4,7,8229,8300,60856,39,0,0,14,4,8010,8300,26278,76,1,4,4,11,8128,8200,138491,61,2,1,4,14,8230,8000,36839,804,3,7,4,21,8008,8300,91657,80,4,4,14,4,8010,8100,1952
1,39,0,3,12,4,8010,8400,609748,799,1,3,4,11,8010,8400,85928,18,2,13,12,4,9923,8000,182340,45,3,8,4,12,8229,8100,361174,223,4,6,4,14,8465,8300,14059,133,0,0,4,14,8112,8200,86621,20,1,8,4,11,8128,8200,388795,17,2,0,14,4,8005,8200,12044,96,3,3,4,21,8008,8400,44073,53,4,3,4,14,8439,8300,110425
0,59,0,3,4,12,8010,8400,29285,141,1,3,4,11,8128,8300,73623,800,2,3,4,12,8128,8200,13724,21,3,0,12,4,8005,8100,126025,16,4,5,7,4,8214,8400,24022,10,0,7,4,12,8005,8200,160986,106,1,4,11,6,8008,8300,577180,103,2,4,12,4,8112,8200,77329,202,3,7,21,4,8021,8200,40326,235,4,4,4,7,8214,8400,213179
1,75,0,0,4,12,8230,8300,21099,32,1,4,11,4,8010,8100,82671,99,2,7,4,12,8229,8100,629584,523,3,5,21,4,8005,8300,32795,800,4,3,4,14,8229,8000,124680,74,0,3,4,12,8010,8200,350408,23,1,4,4,11,8008,8100,168306,45,2,4,12,4,8214,8300,35786,202,3,1,4,6,8021,8300,2637905,147,4,1,14,4,8229,8300,107164
0,83,0,6,4,12,8437,8000,11449,904,1,2,4,11,8010,8400,804,142,2,0,4,14,8112,8000,3978,51,3,5,21,4,8008,8200,38600,412,4,4,7,21,8439,8200,810664,777,0,5,14,4,8008,8400,48077,234,1,4,11,4,8010,8100,34792,31,2,8,12,4,9923,8200,441994,222,3,3,4,21,8008,8200,96467,161,4,3,4,7,8128,8200,160849
0,14,0,0,4,12,8437,8300,23406,23,1,2,11,6,8008,8400,3636,7,2,4,4,14,8112,8200,2852,51,3,6,4,21,8369,8000,62947,202,4,1,7,4,8021,8200,3420,114,0,4,4,12,8010,8400,20361,79,1,3,4,11,8230,8300,16415,55,2,4,14,12,8112,8400,79604,115,3,3,12,4,8229,8300,134101,518,4,4,4,7,8229,8300,409211
0,83,0,6,12,4,8010,8400,458495,106,1,4,11,4,8008,8300,534293,78,2,5,12,4,8437,8300,244701,81,3,0,7,4,8005,8300,114063,99,4,3,4,7,8229,8300,7998,75,0,5,12,6,8021,8400,7648,54,1,8,4,11,8005,8300,24896,157,2,5,14,4,8008,8400,26493,145,3,6,4,21,8008,8300,318951,89,4,8,4,14,8439,8000,294603
1,23,0,5,4,12,8437,8000,148297,141,1,6,11,4,8010,8300,47122,105,2,4,14,4,8005,8400,772076,895,3,7,4,21,8010,8400,407620,50,4,8,4,14,8214,8400,524224,122,0,4,4,6,8010,8200,183176,203,1,0,11,4,8005,8400,380443,45,2,9,12,4,8369,8200,83276,804,3,0,4,21,8010,8200,1015,25,4,6,7,4,8229,8100,153960
1,75,0,4,12,6,8021,8400,239609,234,1,1,11,4,8010,8300,41969,61,2,7,4,12,8230,8000,25395,21,3,5,21,4,8005,8200,13723,555,4,4,14,4,8112,8000,54129,86,0,3,14,4,8010,8400,481254,33,1,3,11,4,8439,8200,57939,254,2,3,4,14,9923,8400,151130,51,3,0,21,4,8008,8300,383815,888,4,1,4,12,8214,8400,7828
0,86,0,4,4,14,8230,8400,304000,245,1,5,12,11,8128,8300,13302,711,2,0,4,14,8112,8200,15088,61,3,3,4,12,8214,8000,2577,161,4,3,7,4,8128,8200,129785,36,0,3,12,6,8437,8000,11321,75,1,5,11,4,8021,8300,8501,777,2,2,4,12,8021,8400,32096,21,3,4,4,12,8005,8300,177096,143,4,4,4,14,8229,8100,301508
1,6,0,3,4,14,8005,8400,45991,200,1,3,11,4,8010,8100,5898,103,2,10,12,4,8112,8300,302762,51,3,0,21,4,8369,8200,92023,25,4,13,14,4,8229,8300,498583,24,0,8,12,4,8437,8300,27980,11,1,12,11,4,8008,8300,181827,238,2,7,4,14,8112,8200,5529,67,3,8,21,4,8005,8400,7162,89,4,10,14,4,8439,8000,1714972
1,904,0,4,4,14,8010,8400,17454,80,1,2,4,11,8021,8100,40715,800,2,5,4,21,8229,8000,51038,360,3,4,14,4,8010,8100,2784900,147,4,5,7,4,8214,8400,50732,83,0,5,12,4,8437,8000,26826,233,1,4,4,11,8010,8100,2842,238,2,0,4,14,8112,8000,148368,96,3,3,4,21,8008,8400,148628,223,4,4,4,7,8437,8000,22227
0,68,0,8,4,14,8229,8100,112007,107,1,0,4,11,8010,8100,111665,3,2,10,3,4,8112,8200,28441,29,3,8,4,21,8008,8200,6946,80,4,8,14,4,8005,8100,65900,36,0,7,4,12,8437,8300,140343,245,1,9,4,11,8128,8300,58743,105,2,9,14,4,8112,8200,1665554,67,3,10,21,4,8008,8400,695471,800,4,8,7,4,8229,8100,58380
1,122,0,0,6,4,8010,8400,87271,876,1,6,11,4,8010,8200,20854,61,2,6,4,12,8230,8000,3293,21,3,4,4,14,8005,8300,781303,99,4,2,4,12,8229,8100,227550,86,0,1,4,14,8010,8200,19501,5,1,4,4,11,8010,8300,11488,80,2,3,4,14,8112,8000,290584,22,3,4,4,21,8008,8300,80460,69,4,7,4,14,8010,8200,5769
1,86,0,4,14,6,8230,8400,5452306,23,1,0,6,11,9923,8000,10709,55,2,4,4,14,8112,8000,53372,222,3,12,4,21,8008,8200,86531,63,4,8,4,14,8128,8200,182076,39,0,8,4,14,8010,8300,51907,35,1,6,4,11,9923,8000,249519,103,2,6,4,12,8112,8200,610,110,3,0,4,21,8229,8300,81778,99,4,5,4,14,8128,8200,21777
0,58,0,6,14,4,8005,8400,95980,245,1,0,4,11,8128,8000,515,103,2,7,4,12,8112,8300,294936,17,3,5,4,14,8112,8200,14120,350,4,4,4,7,8214,8400,14783,10,0,5,12,4,8008,8200,273432,887,1,2,6,11,8010,8300,34004,5,2,1,21,14,9923,8000,27415,18,3,2,12,4,8008,8300,704606,101,4,4,12,4,8229,8000,24357
0,777,0,0,4,12,8008,8400,13242,11,1,4,11,4,8008,8100,32063,45,2,5,12,4,8369,8200,52458,145,3,6,21,4,8008,8300,180837,37,4,9,4,7,8214,8400,150017,39,0,4,4,12,8010,8400,94001,90,1,7,4,11,8229,8100,75605,74,2,8,12,4,8010,8200,1636608,18,3,5,4,12,8005,8100,752624,518,4,6,4,21,8351,8400,38759
0,887,0,1,4,14,8010,8400,81647,62,1,1,11,4,8010,8300,64150,136,2,5,4,12,8229,8400,121853,222,3,4,4,7,8008,8200,408486,412,4,2,4,21,8439,8300,78405,86,0,4,4,12,8010,8200,16961,421,1,11,11,4,8010,8100,25566,950,2,0,4,14,9923,8200,18889,145,3,5,4,21,8005,8100,22165,99,4,5,4,14,8229,8100,560159
0,23,0,5,4,14,9923,8000,293259,24,1,0,11,4,8437,8300,1668,245,2,6,4,14,8214,8400,46783,51,3,6,4,21,8005,8200,42963,350,4,0,7,3,8214,8400,17058,13,0,1,4,12,8230,8300,4414,30,1,7,4,11,8128,8000,65545,45,2,5,14,4,8229,8300,147285,18,3,4,4,21,8008,8300,125676,800,4,5,4,7,8229,8300,99229
0,8,0,8,6,4,8214,8000,60492,35,1,0,4,11,9923,8000,14998,84,2,3,4,12,8112,8400,492078,51,3,4,21,4,8008,8200,8815,99,4,4,4,14,8229,8100,4566,39,0,4,14,4,8010,8300,955033,32,1,6,11,4,8439,8100,67427,3,2,5,4,12,8230,8400,64109,22,3,5,4,6,8008,8300,31669,161,4,4,7,4,8128,8200,88398
0,85,0,0,4,14,8369,8100,10692,106,1,6,11,4,8008,8300,10246,103,2,2,4,12,8005,8300,69383,42,3,3,4,7,8010,8300,34390,16,4,6,7,4,8214,8400,408373,875,0,4,4,12,8005,8400,162232,17,1,6,4,11,8230,8100,168338,21,2,4,7,4,8128,8000,2989571,222,3,8,4,21,8008,8200,453927,25,4,2,14,4,8229,8100,20438
0,75,0,6,12,6,8021,8300,48023,234,1,3,11,4,8010,8300,41021,136,2,5,12,4,8229,8400,34185,21,3,6,4,21,8369,8200,61629,267,4,2,6,7,8214,8400,17565,82,0,4,12,4,8010,8400,13965,154,1,4,4,11,8439,8000,17286,74,2,5,7,4,8229,8300,370625,498,3,0,21,4,8008,8300,545496,37,4,10,4,7,8214,8000,486515
0,133,0,4,4,14,8021,8200,31771,32,1,7,11,4,8010,8400,52485,157,2,2,6,4,8010,8200,16521,145,3,6,21,4,8005,8300,374109,89,4,5,14,4,8439,8000,21756,6,0,10,4,14,8005,8400,22123,131,1,0,4,11,8010,8100,1323,777,2,4,4,14,8008,8400,1395,15,3,6,21,4,8008,8300,24076,37,4,6,7,4,8214,8400,157866
0,79,0,11,21,4,8437,8200,15341,23,1,0,4,11,9923,8000,8871,133,2,3,4,14,8112,8000,34960,81,3,6,4,21,8005,8300,365350,711,4,8,4,7,8112,8200,28116,54,0,6,4,12,8229,8400,17876,121,1,8,4,11,8128,8200,99061,25,2,6,4,14,8229,8100,77355,51,3,7,4,21,8008,8200,385266,143,4,6,3,4,8112,8200,1933765
1,68,0,5,4,14,8128,8200,48533,131,1,4,11,4,8010,8300,8618,84,2,5,4,14,8112,8400,67065,51,3,6,4,21,8021,8200,54417,420,4,6,4,3,8437,8100,14678,777,0,2,14,4,8021,8400,140152,887,1,5,6,11,8010,8400,9342,39,2,0,12,4,8010,8300,73924,429,3,2,4,21,8008,8100,32159,53,4,4,14,4,8229,8100,115426
1,6,0,9,12,4,8005,8400,595823,234,1,8,11,4,8010,8300,166267,45,2,7,12,4,8369,8200,212561,523,3,11,4,21,8005,8200,15762,53,4,5,14,4,8351,8200,27463,82,0,0,4,14,8010,8400,56624,113,1,8,4,11,8439,8000,1742,238,2,4,4,14,8112,8000,141646,21,3,6,4,21,8005,8300,127270,25,4,7,4,7,8229,8100,44285
1,86,0,5,4,14,8230,8400,359974,80,1,7,4,11,8112,8000,70109,105,2,4,14,4,8112,8200,90942,29,3,2,4,21,8005,8200,32762,111,4,6,14,4,8439,8300,566457,2,0,4,4,14,8005,8300,140132,39,1,0,4,11,8010,8400,29952,17,2,7,14,4,8128,8200,454194,51,3,6,4,21,8008,8200,229987,518,4,3,4,7,8229,8100,66897
0,36,0,9,12,6,8437,8300,312788,35,1,0,14,11,8128,8200,69470,161,2,8,12,4,8229,8100,79465,895,3,6,4,21,8010,8300,253499,25,4,4,7,4,8229,8100,346725,420,0,9,4,12,8437,8000,3887,2,1,6,11,6,8010,8300,55065,101,2,6,12,4,8229,8000,132836,22,3,1,4,12,8005,8200,156658,16,4,8,4,7,8214,8400,267017
1,85,0,6,4,12,8112,8200,53571,234,1,10,11,4,8010,8300,441460,50,2,6,4,12,8214,8400,9686,145,3,8,4,21,8008,8300,133831,432,4,7,14,4,8112,8200,53058,17,0,4,14,4,8128,8400,394217,19,1,0,4,11,8008,8100,12544,91,2,8,14,4,8010,8300,26967,29,3,9,21,4,8005,8200,165967,350,4,0,3,14,8229,8000,15485
1,82,0,0,12,4,8010,8400,93512,799,1,5,4,11,8010,8400,65365,99,2,8,12,4,8128,8200,12462,22,3,5,4,21,8008,8300,27709,223,4,8,4,14,8437,8000,48332,85,0,4,14,4,8369,8100,4938,141,1,0,11,4,8010,8300,2843,55,2,6,4,14,8112,8000,181553,895,3,8,21,4,8010,8300,1740,14,4,4,4,12,8437,8300,56820
0,31,0,0,4,12,8437,8300,356305,91,1,5,6,11,8112,8300,74990,103,2,4,4,14,8229,8000,14717,21,3,6,21,4,8005,8100,120667,412,4,4,4,14,8439,8300,76345,6,0,5,12,4,8010,8400,405132,107,1,4,11,4,8010,8100,171142,22,2,4,6,4,8005,8100,126900,67,3,4,21,4,8008,8400,46214,161,4,4,7,4,8128,8200,21082
0,18,0,1,12,4,8008,8100,172911,24,1,6,11,4,8008,8300,83244,105,2,0,4,14,8112,8200,194439,523,3,6,21,4,8005,8200,17700,63,4,8,4,14,8128,8000,45057,897,0,9,4,3,8439,8300,38438,233,1,5,4,11,8005,8300,350223,25,2,9,4,12,8229,8000,30696,22,3,2,21,4,8005,8100,125768,902,4,5,7,4,8214,8400,3664
0,82,0,0,4,12,8010,8400,21621,233,1,4,4,11,8005,8100,196294,103,2,3,4,12,8112,8200,121240,110,3,7,4,12,8010,8100,13935,888,4,11,7,4,8465,8200,125329,10,0,7,12,4,8005,8200,27455,17,1,7,4,11,8005,8100,544656,950,2,7,12,4,8112,8000,94317,2,3,3,3,4,8010,8400,16777,350,4,6,3,14,8214,8100,104867
1,98,0,0,4,12,8437,8100,1169,35,1,3,14,11,8229,8000,320731,161,2,10,12,4,8369,8200,1273138,901,3,5,4,21,8021,8300,426776,143,4,9,14,4,8229,8100,5790,110,0,6,4,6,8005,8400,39941,106,1,4,4,11,8008,8300,34117,800,2,5,14,4,8229,8000,56276,51,3,3,4,21,8008,8300,189746,432,4,5,4,14,8112,8300,143182
0,141,0,8,4,14,8010,8400,70459,203,1,0,4,11,8010,8100,771,91,2,8,14,4,8010,8300,121713,21,3,4,4,7,8369,8000,2145,12,4,7,4,3,8439,8300,161073,58,0,3,4,12,8005,8100,19672,54,1,5,11,4,8439,8100,110301,4,2,7,4,12,8005,8400,483104,222,3,4,7,4,8021,8200,49221,412,4,4,4,14,8439,8100,468058
1,240,0,3,4,14,8010,8100,543323,11,1,0,4,11,8008,8300,13699,85,2,0,4,14,8008,8200,6277,21,3,4,4,14,8128,8000,33681,53,4,3,4,14,8439,8300,56018,122,0,2,4,6,8010,8200,9358,32,1,0,4,11,8010,8100,3305,893,2,3,4,7,8112,8000,26488,222,3,3,4,7,8008,8300,612304,350,4,0,4,7,8229,8000,6492
0,897,0,3,12,4,8437,8300,2246,28,1,1,4,11,8112,8200,5293,133,2,4,4,14,8112,8400,626617,804,3,3,4,21,8369,8200,30163,350,4,1,14,4,8214,8000,7284,54,0,6,4,12,8229,8400,1057,35,1,4,14,11,8229,8000,947,910,2,0,12,4,8229,8300,21864,51,3,3,4,3,8021,8200,20991,31,4,4,12,4,8437,8300,88272
1,36,0,4,6,12,8437,8300,198208,75,1,8,6,11,8230,8300,53221,103,2,5,4,14,8229,8100,1202200,15,3,7,21,4,8008,8200,41611,63,4,3,3,4,8229,8300,229220,114,0,3,4,14,8005,8300,4121,131,1,0,11,4,8010,8300,56797,800,2,2,4,12,8229,8000,92226,21,3,3,4,7,8005,8300,9775,555,4,5,4,14,9923,8400,326203
0,110,0,1,4,21,8005,8400,18120,950,1,3,11,4,8112,8000,804462,90,2,4,4,12,8229,8300,476208,21,3,4,14,4,8369,8200,252909,25,4,6,14,4,8229,8100,275118,23,0,6,4,14,9923,8000,6870,234,1,4,4,11,8005,8300,86799,711,2,6,14,4,8112,8300,80610,22,3,5,21,4,8008,8300,122959,497,4,7,4,7,8465,8200,18540
1,126,0,8,4,12,8230,8300,12115,5,1,8,11,4,9923,8000,55903,136,2,5,12,4,8229,8000,66606,523,3,2,4,14,8008,8200,61350,37,4,5,4,7,8214,8400,31754,81,0,4,12,4,8005,8400,329599,254,1,0,11,4,9923,8000,54365,950,2,7,12,4,8010,8100,12519,21,3,4,21,4,8369,8200,367459,16,4,4,4,7,8214,8400,118693
1,122,0,4,6,4,8010,8400,450869,141,1,4,4,11,8010,8200,30249,61,2,3,4,12,8230,8000,88188,22,3,5,4,21,8008,8300,16353,350,4,3,7,12,8214,8400,98123,39,0,5,4,14,8010,8300,59852,20,1,5,4,11,8128,8200,175349,45,2,4,4,14,8214,8000,1475760,145,3,0,4,21,8005,8300,25927,235,4,4,4,7,8437,8000,190729
0,777,0,2,14,4,8008,8400,140152,904,1,10,11,4,8010,8300,27964,142,2,6,4,14,8112,8200,4740,222,3,6,4,21,8021,8200,100852,800,4,0,12,4,8229,8000,28970,39,0,8,12,4,8010,8300,88153,19,1,4,4,11,8008,8200,39056,99,2,5,12,4,8229,8000,104864,51,3,7,4,21,8008,8200,315144,63,4,7,12,6,8229,8300,772243
0,420,0,0,4,14,8010,8400,10067,11,1,0,4,11,9923,8000,1691,83,2,4,14,4,8010,8400,565302,222,3,4,12,4,8008,8300,41512,350,4,0,4,14,8214,8000,12992,82,0,1,14,4,8010,8400,39175,141,1,4,11,4,8010,8300,31893,55,2,6,21,4,8005,8400,1849235,18,3,2,21,4,8008,8100,71442,497,4,1,4,14,8112,8000,25011
0,82,0,4,4,14,8010,8400,827399,233,1,4,11,4,8008,8400,232479,245,2,3,14,4,9923,8200,520369,51,3,4,21,4,8369,8200,131811,518,4,2,14,4,8229,8400,3130026,83,0,4,12,4,8437,8000,22503,106,1,0,4,11,8008,8300,6667,163,2,3,4,12,8230,8000,48835,145,3,7,21,4,8005,8100,1762789,147,4,5,3,4,8214,8400,1138903
0,82,0,3,6,7,8010,8400,1899,11,1,6,11,4,8008,8300,5359,131,2,3,4,12,8230,8400,127015,895,3,8,21,4,8010,8300,168779,432,4,1,14,4,8369,8200,24589,106,0,6,14,4,8005,8400,285493,233,1,0,4,11,8008,8300,137038,910,2,4,4,12,8229,8000,105566,21,3,5,21,4,8005,8300,18042,89,4,5,4,14,8351,8400,29498
0,18,0,4,4,14,9923,8000,210613,48,1,4,11,4,8008,8400,97933,45,2,5,14,4,8112,8200,147285,22,3,4,21,4,8008,8300,82693,99,4,6,14,4,8229,8100,72715,81,0,1,4,7,8005,8200,316634,141,1,5,11,4,8128,8200,314813,55,2,6,4,14,8010,8100,50861,21,3,4,4,7,8128,8200,115300,50,4,6,4,14,8112,8300,29176
